ROLLINGDB_ID,POS
ERR2184627,1759252
ERR2184465,764995
ERR2184465,1759252
ERR2184465,4316114
C072,346693
C072,497491
C072,931123
C072,1759252
C072,2505085
ERR4811543,497491
ERR4811543,797736
ERR4811543,931123
ERR4811543,1759252
ERR4811543,2505085
ERR4830999,497491
ERR4830999,797736
ERR4830999,931123
ERR4830999,1759252
ERR4830999,2505085
ERR2184241,497491
ERR2184241,797736
ERR2184241,931123
ERR2184241,1759252
ERR2184241,2505085
IDR1800051995,497491
IDR1800051995,797736
IDR1800051995,931123
IDR1800051995,1759252
IDR1800051995,2505085
M0020454-6,1759252
M0020454-6,3836739
ERR4797428,497491
ERR4797428,797736
ERR4797428,931123
ERR4797428,1759252
ERR4797428,2505085
ERR4831305,62657
ERR4831305,891756
ERR4831305,1759252
ERR4831156,1719757
ERR4831156,1759252
TDR136S104L002,403364
TDR136S104L002,764995
TDR136S104L002,1759252
ERR4828521,497491
ERR4828521,797736
ERR4828521,931123
ERR4828521,1759252
ERR4828521,2505085
ERR4809278,1759252
ERR4809278,3836739
ERR4811659,62657
ERR4811659,107794
ERR4811659,891756
ERR4811659,1759252
ERR3287814,62657
ERR3287814,514245
ERR3287814,1759252
ERR3287814,4229087
Peru3528,403364
Peru3528,764995
Peru3528,1759252
ERR2184284,62657
ERR2184284,1759252
ERR4814032,62657
ERR4814032,107794
ERR4814032,891756
ERR4814032,1759252
ERR4811094,1759252
ERR4809070,764995
ERR4809070,1759252
ERR4809070,3388166
ERR4809070,4316114
ERR5918031,1759252
ERR5918031,3836739
ERR4830229,497491
ERR4830229,797736
ERR4830229,931123
ERR4830229,1759252
ERR4830229,2505085
ERR4828965,403364
ERR4828965,764995
ERR4828965,1759252
ERR4830399,615938
ERR4830399,931123
ERR4830399,1759252
ERR4830399,3021283
ERR4830399,3216553
ERR4830399,4404247
ERR4811508,1719757
ERR4811508,1759252
ERR4829477,1719757
ERR4829477,1759252
SAMN02360559,346693
SAMN02360559,497491
SAMN02360559,931123
SAMN02360559,1759252
SAMN02360559,2505085
ERR4810913,1719757
ERR4810913,1759252
ERR4831058,931123
ERR4831058,1759252
ERR4831058,3273107
ERR4796340,1759252
ERR4796340,3836739
ERR4798153,931123
ERR4798153,1759252
ERR4798153,3273107
ERR4830303,62657
ERR4830303,891756
ERR4830303,1759252
ERR2184433,497491
ERR2184433,797736
ERR2184433,931123
ERR2184433,1759252
ERR2184433,2505085
ERR4797230,497491
ERR4797230,797736
ERR4797230,931123
ERR4797230,1759252
ERR4797230,2505085
ERR4828670,497491
ERR4828670,797736
ERR4828670,931123
ERR4828670,1759252
ERR4828670,2505085
C321,497491
C321,797736
C321,931123
C321,1759252
C321,2505085
ERR4813240,497491
ERR4813240,797736
ERR4813240,931123
ERR4813240,1759252
ERR4813240,2505085
ERR4831402,1719757
ERR4831402,1759252
M0001638-7,62657
M0001638-7,107794
M0001638-7,891756
M0001638-7,1759252
ERR4810976,497491
ERR4810976,797736
ERR4810976,931123
ERR4810976,1759252
ERR4810976,2505085
KOR-K2016-0008,497491
KOR-K2016-0008,797736
KOR-K2016-0008,931123
KOR-K2016-0008,1759252
KOR-K2016-0008,2505085
IDR1200032739,497491
IDR1200032739,797736
IDR1200032739,931123
IDR1200032739,1759252
IDR1200032739,2505085
ERR4797455,931123
ERR4797455,1759252
ERR4797455,3273107
ERR4828151,497491
ERR4828151,797736
ERR4828151,931123
ERR4828151,1759252
ERR4828151,2505085
TRL0115821,1759252
TRL0115821,3836739
ERR4831208,403364
ERR4831208,764995
ERR4831208,1759252
ERR4830508,497491
ERR4830508,797736
ERR4830508,931123
ERR4830508,1759252
ERR4830508,2505085
ERR4808937,931123
ERR4808937,1084911
ERR4808937,1759252
ERR4808937,3273107
ERR4822480,1719757
ERR4822480,1759252
ERR4798059,931123
ERR4798059,1237818
ERR4798059,1759252
ERR4798059,3273107
ERR4798059,3722702
ERR4797223,931123
ERR4797223,1759252
ERR4797223,3273107
ERR4797223,3722702
ERR4811920,62657
ERR4811920,107794
ERR4811920,891756
ERR4811920,1759252
ERR2510647,931123
ERR2510647,1759252
ERR2510647,3273107
ERR4828435,615938
ERR4828435,931123
ERR4828435,1759252
ERR4828435,3021283
ERR4828435,3216553
ERR4828435,4404247
NLA000701201,931123
NLA000701201,1759252
NLA000701201,3273107
Peru3005,764995
Peru3005,1759252
Peru3005,3977226
Peru3005,4398141
ERR3287669,764995
ERR3287669,1132368
ERR3287669,1759252
ERR3287669,3977226
ERR3287796,497491
ERR3287796,797736
ERR3287796,931123
ERR3287796,1759252
ERR3287796,2505085
ERR4828584,1719757
ERR4828584,1759252
JA00176841,1759252
JA00176841,3836739
TDR83S174L002,931123
TDR83S174L002,1759252
TDR83S174L002,3273107
ERR2510361,497491
ERR2510361,797736
ERR2510361,931123
ERR2510361,1759252
ERR2510361,2505085
ERR4797690,931123
ERR4797690,1759252
ERR4797690,3273107
ERR4828683,497491
ERR4828683,797736
ERR4828683,931123
ERR4828683,1759252
ERR4828683,2505085
ERR4828683,4248115
ERR4811141,497491
ERR4811141,797736
ERR4811141,931123
ERR4811141,1759252
ERR4811141,2505085
C038,346693
C038,497491
C038,931123
C038,1759252
C038,2505085
ERR4830773,931123
ERR4830773,1759252
ERR4830773,3273107
ERR4830627,497491
ERR4830627,797736
ERR4830627,931123
ERR4830627,1759252
ERR4830627,2505085
Peru4562,62657
Peru4562,514245
Peru4562,1759252
KOR-K2016-0161,497491
KOR-K2016-0161,797736
KOR-K2016-0161,931123
KOR-K2016-0161,1759252
KOR-K2016-0161,2505085
ERR3287381,497491
ERR3287381,797736
ERR3287381,931123
ERR3287381,1759252
ERR3287381,2505085
CD00862502,346693
CD00862502,497491
CD00862502,931123
CD00862502,1759252
CD00862502,2505085
ERR4828179,497491
ERR4828179,797736
ERR4828179,931123
ERR4828179,1759252
ERR4828179,2505085
ERR4830720,62657
ERR4830720,107794
ERR4830720,891756
ERR4830720,1759252
SAMEA3558164,1759252
SAMEA3558164,3836739
ERR4796644,615938
ERR4796644,931123
ERR4796644,1759252
ERR4796644,2622402
ERR4796644,4404247
TDR233S205L002,62657
TDR233S205L002,514245
TDR233S205L002,1759252
TDR233S205L002,4229087
ERR5917753,403364
ERR5917753,764995
ERR5917753,1759252
ERR4831811,497491
ERR4831811,797736
ERR4831811,931123
ERR4831811,1759252
ERR4831811,2505085
ERR3287767,764995
ERR3287767,1132368
ERR3287767,1759252
ERR3287767,3977226
29846,403364
29846,764995
29846,1759252
ERR4811336,346693
ERR4811336,497491
ERR4811336,931123
ERR4811336,1759252
ERR4811336,2505085
ERR3287362,62657
ERR3287362,891756
ERR3287362,1759252
ERR4831456,615938
ERR4831456,931123
ERR4831456,1759252
ERR4831456,2622402
ERR4831456,4404247
Peru3399,497491
Peru3399,797736
Peru3399,931123
Peru3399,1759252
Peru3399,2505085
ERR4830698,62657
ERR4830698,107794
ERR4830698,891756
ERR4830698,1759252
ERR4822468,403364
ERR4822468,764995
ERR4822468,1759252
Peru5031,62657
Peru5031,514245
Peru5031,1759252
Peru4459,62657
Peru4459,107794
Peru4459,891756
Peru4459,1759252
ERR4830926,497491
ERR4830926,797736
ERR4830926,931123
ERR4830926,1759252
ERR4830926,2505085
ERR4810589,497491
ERR4810589,797736
ERR4810589,931123
ERR4810589,1759252
ERR4810589,2505085
Peru3032,62657
Peru3032,107794
Peru3032,891756
Peru3032,1759252
ERR2510263,931123
ERR2510263,1759252
ERR2510263,3273107
ERR4796828,931123
ERR4796828,1759252
ERR4796828,3273107
ERR4811702,403364
ERR4811702,764995
ERR4811702,1759252
ERR4797352,931123
ERR4797352,1759252
ERR4797352,3273107
ERR4797480,615938
ERR4797480,931123
ERR4797480,1759252
ERR4797480,3470377
ERR2510466,931123
ERR2510466,1759252
ERR2510466,3273107
ERR4811648,497491
ERR4811648,797736
ERR4811648,931123
ERR4811648,1759252
ERR4811648,2505085
ERR4810818,497491
ERR4810818,797736
ERR4810818,931123
ERR4810818,1759252
ERR4810818,2505085
ERR4811623,1759252
ERR4829503,1759252
ERR4829503,3836739
Peru4063,62657
Peru4063,107794
Peru4063,891756
Peru4063,1759252
ERR4797997,62657
ERR4797997,514245
ERR4797997,1759252
ERR4797997,4229087
ERR4829143,931123
ERR4829143,1084911
ERR4829143,1759252
ERR4829143,3273107
ERR4813402,497491
ERR4813402,797736
ERR4813402,931123
ERR4813402,1759252
ERR4813402,2505085
ERR4812430,62657
ERR4812430,107794
ERR4812430,891756
ERR4812430,1759252
ERR2184436,764995
ERR2184436,1759252
ERR2184436,4316114
ERR4811045,497491
ERR4811045,797736
ERR4811045,931123
ERR4811045,1759252
ERR4811045,2505085
ERR4796494,615938
ERR4796494,931123
ERR4796494,1759252
ERR4796494,2622402
ERR4796494,4404247
Peru4710,403364
Peru4710,764995
Peru4710,1759252
ERR4812526,764995
ERR4812526,1759252
ERR4812526,4316114
Peru3998,62657
Peru3998,107794
Peru3998,891756
Peru3998,1759252
ERR4830389,497491
ERR4830389,797736
ERR4830389,931123
ERR4830389,1759252
ERR4830389,2505085
Peru4103,62657
Peru4103,107794
Peru4103,891756
Peru4103,1759252
Peru4734,62657
Peru4734,514245
Peru4734,1759252
Peru4734,1850119
ERR4828585,615938
ERR4828585,931123
ERR4828585,1759252
ERR4828585,3021283
ERR4828585,4404247
ERR4830443,497491
ERR4830443,797736
ERR4830443,931123
ERR4830443,1759252
ERR4830443,2505085
ERR4797094,1487796
ERR4797094,1759252
ERR4797094,2411730
SAMEA3558153,62657
SAMEA3558153,891756
SAMEA3558153,1759252
ERR4830944,497491
ERR4830944,797736
ERR4830944,931123
ERR4830944,1759252
ERR4830944,2505085
Peru3063,403364
Peru3063,764995
Peru3063,1759252
ERR4811049,497491
ERR4811049,797736
ERR4811049,931123
ERR4811049,1759252
ERR4811049,2505085
ERR4809152,355181
ERR4809152,1759252
ERR4809152,4151558
ERR4809152,4307886
SAMEA3558206,764995
SAMEA3558206,1759252
ERR4813349,764995
ERR4813349,1132368
ERR4813349,1759252
ERR4813349,3977226
02R1106,403364
02R1106,764995
02R1106,1759252
ERR4830273,1719757
ERR4830273,1759252
TRL0031813,931123
TRL0031813,1759252
TRL0031813,3273107
ERR4830094,497491
ERR4830094,797736
ERR4830094,931123
ERR4830094,1759252
ERR4830094,2505085
ERR2184537,62657
ERR2184537,1759252
26243,764995
26243,1759252
26243,3388166
26243,4316114
ERR4831254,497491
ERR4831254,797736
ERR4831254,931123
ERR4831254,1759252
ERR4831254,2505085
ERR4796678,931123
ERR4796678,1759252
ERR4796678,3273107
C462,764995
C462,1759252
C462,3388166
C462,4316114
ERR4828249,497491
ERR4828249,797736
ERR4828249,931123
ERR4828249,1759252
ERR4828249,2505085
ERR4831438,931123
ERR4831438,1759252
ERR4831438,3273107
KOR-K2016-0222,497491
KOR-K2016-0222,797736
KOR-K2016-0222,931123
KOR-K2016-0222,1759252
KOR-K2016-0222,2505085
ERR4828784,764995
ERR4828784,1132368
ERR4828784,1759252
ERR4828784,3977226
ERR4797076,931123
ERR4797076,1759252
ERR4797076,3273107
ERR4811987,403364
ERR4811987,764995
ERR4811987,1759252
ERR4811882,403364
ERR4811882,764995
ERR4811882,1759252
ERR4829056,1759252
ERR4829056,4249732
ERR4830629,497491
ERR4830629,797736
ERR4830629,931123
ERR4830629,1759252
ERR4830629,2505085
ERR4796512,497491
ERR4796512,797736
ERR4796512,931123
ERR4796512,1759252
ERR4796512,2505085
ERR4796512,4248115
ERR4796581,931123
ERR4796581,1759252
ERR4796581,3273107
Peru5149,62657
Peru5149,107794
Peru5149,891756
Peru5149,1759252
ERR4830616,497491
ERR4830616,797736
ERR4830616,931123
ERR4830616,1759252
ERR4830616,2505085
ERR4810671,346693
ERR4810671,497491
ERR4810671,931123
ERR4810671,1759252
ERR4810671,2505085
ERR4829188,1759252
ERR4829188,2875883
ERR4829188,3466426
ERR4829188,4125058
SAMN02364076,497491
SAMN02364076,931123
SAMN02364076,1759252
SAMN02364076,1881090
ERR4811273,497491
ERR4811273,797736
ERR4811273,931123
ERR4811273,1759252
ERR4811273,2505085
ERR4796688,931123
ERR4796688,1759252
ERR4796688,3273107
IDR1500049548,355181
IDR1500049548,1759252
IDR1500049548,4151558
IDR1500049548,4307886
ERR4797616,931123
ERR4797616,1759252
ERR4797616,3273107
ERR4796772,931123
ERR4796772,1759252
ERR4796772,3273107
ERR4796772,3722702
NLA009700296,931123
NLA009700296,1084911
NLA009700296,1759252
NLA009700296,3273107
ERR4797566,931123
ERR4797566,1759252
ERR4797566,3273107
Peru4941,497491
Peru4941,797736
Peru4941,931123
Peru4941,1759252
Peru4941,2505085
ERR2184507,764995
ERR2184507,1759252
ERR2184507,4316114
ERR4831348,1719757
ERR4831348,1759252
ERR4831822,615938
ERR4831822,931123
ERR4831822,1759252
ERR4831822,3021283
ERR4831822,3216553
ERR4831822,4404247
ERR4811029,497491
ERR4811029,797736
ERR4811029,931123
ERR4811029,1759252
ERR4811029,2505085
ERR4831951,1759252
ERR4831951,4246508
ERR4831951,4307886
C068,346693
C068,497491
C068,931123
C068,1759252
C068,2505085
ERR4809332,62657
ERR4809332,107794
ERR4809332,891756
ERR4809332,1759252
Peru4618,1501468
Peru4618,1759252
Peru4618,3466426
Peru4618,4260268
Peru5433,1759252
Peru5433,3836739
ERR4813813,764995
ERR4813813,1759252
ERR4813813,3977226
ERR4813813,4398141
ERR4797571,931123
ERR4797571,1237818
ERR4797571,1759252
ERR4797571,3273107
ERR4797571,3722702
ERR4796317,615938
ERR4796317,931123
ERR4796317,1759252
ERR4796317,2622402
ERR4796317,4404247
ERR4811584,497491
ERR4811584,797736
ERR4811584,931123
ERR4811584,1759252
ERR4811584,2505085
ERR4811584,4248115
ERR4828210,497491
ERR4828210,797736
ERR4828210,931123
ERR4828210,1759252
ERR4828210,2505085
ERR4813292,497491
ERR4813292,797736
ERR4813292,931123
ERR4813292,1759252
ERR4813292,2505085
ERR4822427,1759252
ERR4822427,2875883
ERR4822427,3466426
ERR4822427,4125058
ERR4810825,497491
ERR4810825,797736
ERR4810825,931123
ERR4810825,1759252
ERR4810825,2505085
ERR4829177,1759252
ERR4829177,2875883
ERR4829177,3466426
ERR4829177,4125058
ERR4813751,62657
ERR4813751,514245
ERR4813751,1759252
ERR4813751,4229087
ERR4811568,497491
ERR4811568,797736
ERR4811568,931123
ERR4811568,1759252
ERR4811568,2505085
ERR4797041,931123
ERR4797041,1759252
ERR4797041,3273107
C089,497491
C089,797736
C089,931123
C089,1759252
C089,2505085
ERR4796786,497491
ERR4796786,797736
ERR4796786,931123
ERR4796786,1759252
ERR4796786,2505085
ERR4830800,931123
ERR4830800,1084911
ERR4830800,1759252
ERR4830800,3273107
ERR5917990,497491
ERR5917990,797736
ERR5917990,931123
ERR5917990,1759252
ERR5917990,2505085
ERR5917990,4248115
C460,62657
C460,514245
C460,1759252
C460,4229087
ERR2184424,403364
ERR2184424,764995
ERR2184424,1759252
M0002998-4,62657
M0002998-4,514245
M0002998-4,1759252
ERR4828474,615938
ERR4828474,931123
ERR4828474,1759252
ERR4828474,3479545
ERR3287408,764995
ERR3287408,1759252
ERR3287408,4316114
ERR4796745,497491
ERR4796745,797736
ERR4796745,931123
ERR4796745,1759252
ERR4796745,2505085
ERR4796745,3836274
ERR4810618,497491
ERR4810618,797736
ERR4810618,931123
ERR4810618,1759252
ERR4810618,2505085
ERR4796756,615938
ERR4796756,931123
ERR4796756,1759252
ERR4796756,2622402
ERR4796756,4404247
ERR4811663,62657
ERR4811663,107794
ERR4811663,891756
ERR4811663,1759252
ERR4810824,497491
ERR4810824,797736
ERR4810824,931123
ERR4810824,1759252
ERR4810824,2505085
ERR4822347,497491
ERR4822347,797736
ERR4822347,931123
ERR4822347,1759252
ERR4822347,2505085
ERR2510248,931123
ERR2510248,1759252
ERR2510248,3273107
ERR4812785,497491
ERR4812785,797736
ERR4812785,931123
ERR4812785,1759252
ERR4812785,2505085
ERR4809114,497491
ERR4809114,797736
ERR4809114,931123
ERR4809114,1759252
ERR4809114,2505085
ERR4810786,497491
ERR4810786,797736
ERR4810786,931123
ERR4810786,1759252
ERR4810786,2505085
ERR4812769,62657
ERR4812769,107794
ERR4812769,891756
ERR4812769,1759252
ERR2510290,1759252
ERR2510290,3466426
ERR2510290,3570528
ERR2510290,4125058
ERR4811625,497491
ERR4811625,797736
ERR4811625,931123
ERR4811625,1759252
ERR4811625,2505085
ERR3287338,1759252
ERR3287338,3836739
ERR4810849,497491
ERR4810849,797736
ERR4810849,931123
ERR4810849,1759252
ERR4810849,2505085
ERR4810849,4248115
ERR4812339,355181
ERR4812339,1759252
ERR4812339,4151558
ERR4812339,4307886
ERR4810651,1719757
ERR4810651,1759252
ERR4832039,497491
ERR4832039,797736
ERR4832039,931123
ERR4832039,1759252
ERR4832039,2505085
ERR4809190,403364
ERR4809190,764995
ERR4809190,1759252
JPN-R2012-0084,497491
JPN-R2012-0084,797736
JPN-R2012-0084,931123
JPN-R2012-0084,1759252
JPN-R2012-0084,2505085
TRL0113671,764995
TRL0113671,1759252
TRL0113671,3388166
TRL0113671,4316114
ERR4830745,497491
ERR4830745,797736
ERR4830745,931123
ERR4830745,1759252
ERR4830745,2505085
TRL0113476,764995
TRL0113476,1759252
TRL0113476,3977226
TRL0113476,4398141
ERR4810620,1759252
ERR4810620,4246508
ERR4810620,4307886
Peru4929,62657
Peru4929,514245
Peru4929,1759252
Peru4929,4229087
ERR4830067,497491
ERR4830067,797736
ERR4830067,931123
ERR4830067,1759252
ERR4830067,2505085
ERR2510389,931123
ERR2510389,1759252
ERR2510389,3273107
ERR4811367,497491
ERR4811367,797736
ERR4811367,931123
ERR4811367,1759252
ERR4811367,2505085
C002,497491
C002,797736
C002,931123
C002,1759252
C002,2505085
C002,4248115
ERR2184563,1759252
ERR4797382,615938
ERR4797382,931123
ERR4797382,1759252
ERR4797382,3470377
ERR4811381,497491
ERR4811381,797736
ERR4811381,931123
ERR4811381,1759252
ERR4811381,2505085
C453,346693
C453,497491
C453,931123
C453,1759252
C453,2505085
ERR4828345,615938
ERR4828345,931123
ERR4828345,1759252
ERR4828345,3021283
ERR4828345,3216553
ERR4828345,4404247
ERR4830343,1759252
ERR4811974,497491
ERR4811974,797736
ERR4811974,931123
ERR4811974,1759252
ERR4811974,2505085
ERR4828414,615938
ERR4828414,931123
ERR4828414,1759252
ERR4828414,3021283
ERR4828414,3216553
ERR4828414,4404247
IDR1700000670,931123
IDR1700000670,1759252
IDR1700000670,3273107
ERR2184276,403364
ERR2184276,764995
ERR2184276,1759252
C094,764995
C094,1759252
C094,3388166
C094,4316114
ERR4812415,62657
ERR4812415,514245
ERR4812415,1759252
KOR-K2016-0101,346693
KOR-K2016-0101,497491
KOR-K2016-0101,931123
KOR-K2016-0101,1759252
KOR-K2016-0101,2505085
ERR4831350,1759252
ERR4831350,3836739
ERR4796269,497491
ERR4796269,797736
ERR4796269,931123
ERR4796269,1759252
ERR4796269,2505085
ERR4796659,497491
ERR4796659,797736
ERR4796659,931123
ERR4796659,1759252
ERR4796659,2505085
ERR4796748,403364
ERR4796748,764995
ERR4796748,1759252
ERR4828685,615938
ERR4828685,931123
ERR4828685,1759252
ERR4828685,3021283
ERR4828685,3216553
ERR4828685,4404247
KOR-K2016-0211,497491
KOR-K2016-0211,797736
KOR-K2016-0211,931123
KOR-K2016-0211,1759252
KOR-K2016-0211,2505085
TRL0113646,497491
TRL0113646,797736
TRL0113646,931123
TRL0113646,1759252
TRL0113646,2505085
ERR4809297,497491
ERR4809297,797736
ERR4809297,931123
ERR4809297,1759252
ERR4809297,2505085
ERR4809297,4248115
ERR4797159,931123
ERR4797159,1759252
ERR4797159,3273107
EC504-305,1759252
EC504-305,3836739
ERR4812175,403364
ERR4812175,764995
ERR4812175,1759252
EC367-431,1759252
EC367-431,3836739
ERR2184237,355181
ERR2184237,1759252
ERR2184237,4151558
ERR2184237,4307886
ERR4796628,497491
ERR4796628,797736
ERR4796628,931123
ERR4796628,1759252
ERR4796628,2505085
ERR4797156,497491
